id,type,version,time,content-type,payload,clock,subject
"2ea46b2d-32d5-4001-8ead-a200cb9eb869","shipment.created","0","2024-11-28 20:16:18.005000 +00:00","application/json","{""events"": [], ""id"": ""5b6b48e3-0841-46ce-99e7-a785d2455160"", ""parcels"": [], ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-28T20:16:18.0049605Z"", ""to"": ""2024-11-28T20:16:18.0049605Z""}, ""type"": ""Shipment"", ""version"": 0}","78127","Shipment/5b6b48e3-0841-46ce-99e7-a785d2455160"
"2ea99ff9-9449-4a97-8496-5d42981135f2","board.tag.added","5","2024-10-10 12:56:04.944000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","417","Board/4f901e16-8792-4e07-bdca-4887ba87fe17"
"2eaf4f2e-d4eb-48ad-aef5-a7f428207ab2","board.tag.added","4","2024-11-28 20:13:19.902000 +00:00","application/json","[{""tag"": {""color"": ""#ffe100"", ""name"": ""sperrig""}}]","78035","Board/c93f4fdf-e9f9-433e-b27c-a6adb2eb0b8f"
"2ed26803-2c8f-4daf-916f-4fe959619f05","board.shipmentState.added","3","2024-11-23 10:57:17.682000 +00:00","application/json","[{""shipmentState"": ""done""}]","77581","Board/a8784e05-945e-4bdd-94f4-0c5b0284007f"
"2ed34fc0-521b-4ca3-931e-0b3325144fb4","board.shipmentState.added","3","2024-10-10 12:37:45.885000 +00:00","application/json","[{""shipmentState"": ""done""}]","144","Board/08b6237d-d0ed-45da-871b-ce4b3def4db5"
"2ef3b7be-b6e9-4a51-8389-0369d16baf09","shipment.order.set","89","2024-10-26 17:42:46.368000 +00:00","application/json","[{""customer"": {""name"": ""Jack jonesa""}, ""id"": ""eb91816a-f07b-4340-b134-d1cfe09225ed"", ""jobs"": [], ""shipments"": [{""id"": ""c1bd5175-6f3d-432a-8fe8-a01581c3a036"", ""order"": {""customer"": {""name"": ""Jack jonesa""}, ""id"": ""eb91816a-f07b-4340-b134-d1cfe09225ed"", ""jobs"": [], ""shipments"": [{}], ""type"": ""Order""}, ""parcels"": [], ""price"": 10, ""state"": ""prepare"", ""stops"": {""from"": {""address"": {""city"": ""bern"", ""id"": ""11a0d83f-46df-4d63-bb09-71ad4f88d46b"", ""street"": ""fuubar"", ""type"": ""Address"", ""zip"": ""3012""}, ""contact"": {""id"": ""23789dc0-64a2-4a49-b406-c9e7e7879685"", ""name"": ""name"", ""type"": ""Contact""}, ""id"": ""1f10e219-ef65-48e3-8817-2bac4b68bab9"", ""type"": ""Stop""}, ""to"": {""address"": {""city"": ""city"", ""id"": ""e3a0d432-f8b1-4718-aa3e-fabb91cad11d"", ""street"": ""road 3"", ""type"": ""Address"", ""zip"": ""3000""}, ""contact"": {""id"": ""0a015eee-1a39-44c0-967e-83442e3b3a32"", ""name"": ""fubbar444"", ""type"": ""Contact""}, ""id"": ""bad199ca-a1b9-419b-886e-d5d8d28916f6"", ""type"": ""Stop""}}, ""tags"": [], ""timeWindow"": {""from"": ""2024-10-25T23:24:17.362Z"", ""to"": ""2024-10-26T00:24:17.362Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}]","76918","Shipment/c1bd5175-6f3d-432a-8fe8-a01581c3a036"
"2f0737a1-2e85-48b0-8378-e73d34768a7a","board.created","0","2024-10-16 20:47:10.543000 +00:00","application/json","{""date"": ""2024-10-16"", ""id"": ""c5ed4f52-0089-4a6d-a35c-8c8276f0437b"", ""lanes"": [], ""name"": ""c5ed4f52"", ""shipmentStates"": [], ""tags"": [], ""type"": ""Board"", ""version"": 0}","76355","Board/c5ed4f52-0089-4a6d-a35c-8c8276f0437b"
"2f0d1975-356f-4f34-a67d-90b0d918c7db","board.created","0","2024-10-16 20:56:18.994000 +00:00","application/json","{""date"": ""2024-10-16"", ""id"": ""395833db-c95b-4331-b237-e926e998a219"", ""lanes"": [], ""name"": ""395833db"", ""shipmentStates"": [], ""tags"": [], ""type"": ""Board"", ""version"": 0}","76541","Board/395833db-c95b-4331-b237-e926e998a219"
"2f0ebef6-bb92-49d3-a566-ae8a12cbb61e","board.shipmentState.added","3","2024-10-10 12:36:57.783000 +00:00","application/json","[{""shipmentState"": ""done""}]","137","Board/c91461b5-0631-4886-ab89-b4f1aa8a756f"
"2f1e9a5f-da35-4c64-bee1-901f649f460b","board.tag.added","4","2024-10-16 20:04:41.512000 +00:00","application/json","[{""tag"": {""color"": ""#ffe100"", ""name"": ""sperrig""}}]","1169","Board/6a9f31e9-107e-4ee5-9e86-9bde2e7cff0e"
"2f2e3ce6-b1e6-4033-8826-88243e3d3f1d","board.shipmentState.added","2","2024-10-16 19:48:32.061000 +00:00","application/json","[{""shipmentState"": ""progress""}]","940","Board/661fc7f1-bef0-48bb-a2ce-0993c7a58102"
"2f38f189-306c-4a14-894b-0f013078871a","board.tag.added","5","2024-10-16 20:49:10.642000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","76437","Board/2ba3c260-ba19-4a86-a1f1-b77973aa9bcc"
"2f6ac20b-1f92-4cfc-9b45-69ef71686b95","shipment.created","0","2024-11-01 10:43:13.594000 +00:00","application/json","{""events"": [], ""id"": ""f3c0a572-61eb-43c1-a649-f46d79db07c1"", ""parcels"": [], ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-01T10:43:13.593790163Z"", ""to"": ""2024-11-01T10:43:13.593790163Z""}, ""type"": ""Shipment"", ""version"": 0}","76983","Shipment/f3c0a572-61eb-43c1-a649-f46d79db07c1"
"2f7e552e-bcdd-4fe5-b535-01c26217f1e1","board.lane.added","6","2024-10-16 17:45:13.654000 +00:00","application/json","[{""column"": 0, ""lane"": {""id"": ""b6ee7dca-5539-411b-b242-d8e4213402ac"", ""name"": ""b6ee7dca"", ""shipmentState"": ""prepare"", ""shipments"": [], ""type"": ""Lane""}}]","754","Board/663d8998-a372-45d7-b324-c4d6f06cebb1"
"2fb079c7-209a-4a52-94c1-38ee28c15dea","board.shipment.added","7","2024-11-26 09:03:12.661000 +00:00","application/json","[{""laneId"": ""64ec0686-d302-48cb-b59b-1bddb31856d8"", ""position"": 0, ""shipment"": {""events"": [{""data"": [""prepare""], ""datacontenttype"": ""application/json"", ""entityversion"": 1, ""id"": ""cbf0d3d1-6e1d-47ba-be44-c59eb995a12b"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/aad7b0e9-afef-4ec6-9d04-175e9ebfc18f"", ""time"": ""2024-11-26T09:03:12.660Z"", ""timestamp"": 0, ""type"": ""shipment.state.set""}, {""data"": [{""id"": ""e48225e6-e6bd-47c8-9a85-2aa5380642a4"", ""jobs"": [], ""shipments"": [{""id"": ""aad7b0e9-afef-4ec6-9d04-175e9ebfc18f"", ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-26T09:03:12.60477477Z"", ""to"": ""2024-11-26T09:03:12.60477477Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}], ""datacontenttype"": ""application/json"", ""entityversion"": 2, ""id"": ""d7204a85-6ddd-4166-b51f-01b171c8900c"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/aad7b0e9-afef-4ec6-9d04-175e9ebfc18f"", ""time"": ""2024-11-26T09:03:12.661Z"", ""timestamp"": 0, ""type"": ""shipment.order.set""}], ""id"": ""aad7b0e9-afef-4ec6-9d04-175e9ebfc18f"", ""order"": {""id"": ""e48225e6-e6bd-47c8-9a85-2aa5380642a4"", ""jobs"": [], ""shipments"": [{""id"": ""aad7b0e9-afef-4ec6-9d04-175e9ebfc18f"", ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-26T09:03:12.60477477Z"", ""to"": ""2024-11-26T09:03:12.60477477Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-26T09:03:12.60477477Z"", ""to"": ""2024-11-26T09:03:12.60477477Z""}, ""type"": ""Shipment"", ""version"": 2}}]","77893","Board/0cc55118-fca8-4dc4-91ff-8c90789192bf"
"2ff0c7c8-c36f-4c11-b4e5-252fb6517dd3","board.created","0","2024-10-16 20:44:25.039000 +00:00","application/json","{""date"": ""2024-10-16"", ""id"": ""d1559c09-6d3b-4821-92bd-6462b395688a"", ""lanes"": [], ""name"": ""d1559c09"", ""shipmentStates"": [], ""tags"": [], ""type"": ""Board"", ""version"": 0}","1269","Board/d1559c09-6d3b-4821-92bd-6462b395688a"
"2ffff2c7-8853-45d9-8323-108720e8b84e","board.shipmentState.added","3","2024-10-10 12:56:04.943000 +00:00","application/json","[{""shipmentState"": ""done""}]","415","Board/4f901e16-8792-4e07-bdca-4887ba87fe17"
"300bc402-26d0-49ea-883c-a2e9afdd168e","shipment.order.set","2","2024-11-23 11:43:21.189000 +00:00","application/json","[{""id"": ""f488e65e-8a56-455b-b133-af6a7fadd122"", ""jobs"": [], ""shipments"": [{""id"": ""96f3dd47-5b87-4dac-8dcd-93ef67303b39"", ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-23T11:43:21.12817808Z"", ""to"": ""2024-11-23T11:43:21.12817808Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}]","77608","Shipment/96f3dd47-5b87-4dac-8dcd-93ef67303b39"
"3012d76c-3985-4852-8b53-4f4345e14e8e","board.tag.added","4","2024-10-10 12:49:28.731000 +00:00","application/json","[{""tag"": {""color"": ""#ffe100"", ""name"": ""sperrig""}}]","272","Board/6c98c82a-30bf-45a5-9642-9d75c023e603"
"3036a680-e169-4ec0-a0a6-9dca07695ab6","board.shipmentState.added","2","2024-10-10 12:39:21.620000 +00:00","application/json","[{""shipmentState"": ""progress""}]","174","Board/1a40ec0f-5941-4b6d-a20c-c7b07c10ce54"
"303b041a-2df1-4059-b39e-bedaf7bf7c71","board.shipment.added","44","2024-11-01 10:30:13.659000 +00:00","application/json","[{""laneId"": ""92c7ea8f-b495-43ba-a733-dbdee807587d"", ""position"": 0, ""shipment"": {""events"": [{""data"": [""prepare""], ""datacontenttype"": ""application/json"", ""entityversion"": 1, ""id"": ""bc729b33-d21d-4e74-8956-6de3771a5ec1"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/a8f8fd42-eb35-4ce8-a4bb-067b1e7fc681"", ""time"": ""2024-11-01T10:30:13.650Z"", ""timestamp"": 0, ""type"": ""shipment.state.set""}, {""data"": [{""customer"": {""name"": ""Jane Doe""}, ""id"": ""cefe9382-c4c7-4dae-bd85-a4b0e2835743"", ""jobs"": [], ""shipments"": [{""id"": ""a8f8fd42-eb35-4ce8-a4bb-067b1e7fc681"", ""order"": {""customer"": {""name"": ""Jane Doe""}, ""id"": ""cefe9382-c4c7-4dae-bd85-a4b0e2835743"", ""jobs"": [], ""shipments"": [{""id"": ""a8f8fd42-eb35-4ce8-a4bb-067b1e7fc681"", ""order"": {""customer"": {""name"": ""Jane Doe""}, ""id"": ""cefe9382-c4c7-4dae-bd85-a4b0e2835743"", ""jobs"": [], ""shipments"": [{""id"": ""a8f8fd42-eb35-4ce8-a4bb-067b1e7fc681"", ""order"": {}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-01T10:30:13.489751907Z"", ""to"": ""2024-11-01T10:30:13.489751907Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-01T10:30:13.489751907Z"", ""to"": ""2024-11-01T10:30:13.489751907Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-01T10:30:13.489751907Z"", ""to"": ""2024-11-01T10:30:13.489751907Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}], ""datacontenttype"": ""application/json"", ""entityversion"": 2, ""id"": ""c9b208ae-11ab-4f70-b190-f59affd13bdc"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/a8f8fd42-eb35-4ce8-a4bb-067b1e7fc681"", ""time"": ""2024-11-01T10:30:13.652Z"", ""timestamp"": 0, ""type"": ""shipment.order.set""}], ""id"": ""a8f8fd42-eb35-4ce8-a4bb-067b1e7fc681"", ""order"": {""customer"": {""name"": ""Jane Doe""}, ""id"": ""cefe9382-c4c7-4dae-bd85-a4b0e2835743"", ""jobs"": [], ""shipments"": [{""id"": ""a8f8fd42-eb35-4ce8-a4bb-067b1e7fc681"", ""order"": {""customer"": {""name"": ""Jane Doe""}, ""id"": ""cefe9382-c4c7-4dae-bd85-a4b0e2835743"", ""jobs"": [], ""shipments"": [{}], ""type"": ""Order""}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-01T10:30:13.489751907Z"", ""to"": ""2024-11-01T10:30:13.489751907Z""}, ""type"": ""Shipment""}], ""type"": ""Order""}, ""parcels"": [], ""state"": ""prepare"", ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-11-01T10:30:13.489751907Z"", ""to"": ""2024-11-01T10:30:13.489751907Z""}, ""type"": ""Shipment"", ""version"": 2}}]","76938","Board/2038e6fb-8d9d-41d4-9218-400c740bad9a"
"30478f0e-3706-4a4d-935f-c7e83ea0a998","shipment.state.set","1","2024-10-25 12:56:28.563000 +00:00","application/json","[""prepare""]","76756","Shipment/33dcc406-612b-4714-b111-44274cb62db3"
"3047fbeb-be2f-4d4c-831b-d99db9d46fff","shipment.created","0","2024-10-16 20:04:01.468000 +00:00","application/json","{""events"": [], ""id"": ""dd16c6dd-42ba-4822-b5b9-942021146df2"", ""parcels"": [], ""stops"": {}, ""tags"": [], ""timeWindow"": {""from"": ""2024-10-16T20:04:01.467028473Z"", ""to"": ""2024-10-16T20:04:01.467028473Z""}, ""type"": ""Shipment""}","1146","Shipment/dd16c6dd-42ba-4822-b5b9-942021146df2"
"3060bdd5-232d-4a0b-be18-5a24adc35027","board.shipment.added","22","2024-10-25 12:56:25.594000 +00:00","application/json","[{""laneId"": ""623f1839-c92e-4d8e-8256-097f5cdfae39"", ""shipment"": {""events"": [{""data"": [""prepare""], ""datacontenttype"": ""application/json"", ""entityversion"": 1, ""id"": ""8a6f7f49-9013-44f0-81ae-38352810baf9"", ""source"": ""https://raccoon.hirschengraben.io"", ""specversion"": ""1.0"", ""subject"": ""Shipment/372765ec-2dcb-4946-a92d-25eb5a8a6347"", ""time"": ""2024-10-25T12:56:25.593Z"", ""timestamp"": 0, ""type"": ""shipment.state.set""}], ""id"": ""372765ec-2dcb-4946-a92d-25eb5a8a6347"", ""parcels"": [{""dimensions"": {""depth"": 0.493, ""height"": 0.124, ""width"": 0.259}, ""id"": ""826b6d9f-a3a7-45b0-97c3-bb734b22d7ac"", ""name"": ""big blue box"", ""type"": ""Parcel"", ""weight"": 3}], ""state"": ""prepare"", ""stops"": {""from"": {""contact"": {""id"": ""fbb71e4c-aaff-4ca9-8fde-4b2960cdd8f9"", ""name"": ""Leo Betschart"", ""type"": ""Contact""}, ""id"": ""ddb8d63f-99c6-4bf0-b63c-06eacd7b5fa0"", ""type"": ""Stop""}, ""to"": {""contact"": {""id"": ""ac6b7205-7db0-4f78-bb84-9e86be5bc11e"", ""name"": ""Guido Meister"", ""type"": ""Contact""}, ""id"": ""6dc461de-7d1a-411c-8f3c-18d79bca7cac"", ""type"": ""Stop""}}, ""tags"": [{""color"": ""#ffe100"", ""name"": ""sperrig""}], ""timeWindow"": {""from"": ""2024-10-25T13:36:24.950Z"", ""to"": ""2024-10-25T14:46:24.950Z""}, ""type"": ""Shipment"", ""version"": 1}}]","76731","Board/fbfa98d6-5ea5-4fdb-a41f-e3b5d1defb30"
"3069904e-a5bf-482e-a210-f504bfce385e","board.tag.added","4","2024-10-10 10:38:57.716000 +00:00","application/json","[{""tag"": {""color"": ""#ffe100"", ""name"": ""sperrig""}}]","103","Board/39ff399c-ca96-4a77-a02b-5b73f7e76004"
"30933b1d-cd42-4a87-aa19-44a08e379669","shipment.state.set","1","2024-10-25 12:56:25.588000 +00:00","application/json","[""prepare""]","76726","Shipment/4cbe0658-b4f9-4e66-ab42-400b747fe21c"
"30986196-d164-4a26-8e08-6208db2f9aa1","board.tag.added","5","2024-11-26 08:59:01.767000 +00:00","application/json","[{""tag"": {""color"": ""#00ff00"", ""name"": ""fragil""}}]","77759","Board/96e863aa-0cf3-4b2f-a1e6-f7659c5f077f"
"309ecf7d-d4fd-408f-9fb7-f30d0ea68a03","shipment.created","0","2024-10-11 15:14:15.886000 +00:00","application/json","{""events"": [], ""id"": ""dde332f7-5bde-4298-b314-1061aa313a24"", ""parcels"": [{""dimensions"": {""depth"": 10, ""height"": 10, ""width"": 10}, ""id"": ""1ae919e0-ffe4-4a77-a368-b748cc9fca7b"", ""name"": ""foo"", ""type"": ""Parcel"", ""weight"": 23}], ""state"": ""foo"", ""stops"": {""from"": {""address"": {""city"": ""bar"", ""coordinates"": {""lat"": 46.948, ""lon"": 7.4474}, ""id"": ""d722ac99-78fa-47db-b5d2-23285834c478"", ""street"": ""foo"", ""type"": ""Address"", ""zip"": ""2323""}, ""contact"": {""id"": ""bd43f888-da0e-40fe-9932-3f6cb6d8c331"", ""name"": ""Jane Doe"", ""type"": ""Contact""}, ""id"": ""46da1012-ac54-4a8a-8bd0-85cf1f58a285"", ""timeWindow"": {""from"": ""2023-09-12T18:45:30.000Z"", ""to"": ""2023-09-12T19:45:30.000Z""}, ""type"": ""Stop""}}, ""tags"": [{""color"": ""#ff0000"", ""name"": ""fragile""}], ""timeWindow"": {""from"": ""2023-09-12T18:45:30.000Z"", ""to"": ""2023-09-12T19:45:30.000Z""}, ""type"": ""Shipment""}","646","Shipment/dde332f7-5bde-4298-b314-1061aa313a24"
"30aa0048-79af-4d6c-b12a-85e36d83b8da","shipment.stops.set","4","2024-10-26 14:00:38.338000 +00:00","application/json","[{""from"": {""contact"": {""id"": ""7c596302-17f1-4707-8a6c-28bbc0f84a7e"", ""name"": ""name"", ""type"": ""Contact""}, ""id"": ""1f10e219-ef65-48e3-8817-2bac4b68bab9"", ""type"": ""Stop""}}]","76810","Shipment/c1bd5175-6f3d-432a-8fe8-a01581c3a036"
"30bdd9ad-a4b4-40e2-b767-d6c337195483","board.shipmentState.added","3","2024-10-10 12:46:39.855000 +00:00","application/json","[{""shipmentState"": ""done""}]","243","Board/6d408fa2-980b-4bd6-aefc-d9420f5f623c"
"30f15011-ff7b-4b63-a025-8020a9f638ef","board.tag.added","4","2024-10-16 19:51:07.545000 +00:00","application/json","[{""tag"": {""color"": ""#ffe100"", ""name"": ""sperrig""}}]","998","Board/96132be1-0e51-43b4-8765-902d229ec8b3"
"3103226d-10f4-48a1-b604-b9cc28b8635e","board.shipmentState.added","3","2024-10-16 20:49:10.641000 +00:00","application/json","[{""shipmentState"": ""done""}]","76435","Board/2ba3c260-ba19-4a86-a1f1-b77973aa9bcc"
